1	55	59	209	33
306	305	405	487	61
183	81	255	248	74
28	270	91	435	77
108	169	189	341	115
249	318	351	506	170
1074	21	1125	154	173
261	202	357	343	175
186	41	618	476	1
13	48	382	479	6
306	305	405	487	61
183	81	255	248	74
109	169	189	342	77
1	54	60	208	115
28	270	91	435	116
249	318	351	506	169
1074	21	1125	154	171
261	202	357	343	173
271	27	924	718	1
34	0	618	479	1
136	122	600	478	1
31	57	555	477	1
65	80	290	479	1
25	86	480	479	1
351	53	639	479	4
37	1	580	479	1
161	29	623	475	1
6	38	218	476	2
428	0	551	212	2
9	173	294	479	1
12	168	194	479	1
0	30	82	468	1
153	45	366	478	1
296	108	635	478	1
142	84	398	476	4
175	2	547	478	1
306	2	639	478	2
101	167	519	479	1
289	190	548	478	2
129	179	459	479	1
65	128	377	477	3
115	144	542	479	2
502	300	639	479	3
194	187	470	478	2
187	109	623	478	8
340	53	637	475	3
1	102	529	475	1
385	291	639	479	6
259	287	452	479	7
0	185	83	479	5
0	297	160	479	2
344	308	558	479	3
526	285	639	479	6
517	230	638	478	3
235	203	639	478	9
54	261	289	479	3
517	163	639	479	6
549	230	639	378	4
24	76	550	478	1
539	5	639	476	2
148	64	458	477	2
351	112	635	473	5
137	51	485	475	12
114	111	378	477	4
0	89	196	478	6
339	208	534	479	4
127	87	357	476	3
69	6	383	479	1
508	235	639	478	1
232	86	437	478	2
0	55	164	479	5
223	93	437	476	2
100	42	283	470	6
