0	129	381	479	1
95	0	587	473	1
86	5	595	476	1
429	4	639	473	4
7	47	209	475	1
219	50	532	477	2
177	0	554	478	1
28	0	295	479	1
0	186	115	477	3
0	117	105	381	1
173	99	620	479	1
67	0	597	479	2
363	203	623	478	11
161	190	371	479	2
30	194	383	479	9
25	80	348	479	7
244	102	626	477	3
476	233	627	477	7
413	322	625	479	3
267	336	434	479	4
52	275	269	478	5
243	261	502	479	5
571	330	634	479	6
0	349	41	476	13
382	129	633	479	4
0	122	145	478	1
550	41	636	471	3
138	53	459	476	2
494	295	638	479	3
149	95	449	477	7
137	4	441	469	3
421	109	636	476	1
193	19	414	476	2
0	0	279	478	6
