343	302	408	413	61
725	342	762	420	77
364	289	408	382	86
79	260	135	363	98
724	376	790	488	99
707	392	764	487	101
775	310	839	387	105
187	249	233	344	115
6	10	390	475	6
343	302	408	413	61
725	342	762	420	77
364	289	408	382	86
79	260	135	363	98
724	376	790	488	99
707	392	764	487	101
775	310	839	387	105
187	249	233	344	115
40	2	311	475	1
197	24	639	477	1
146	0	634	479	1
45	123	554	478	1
29	90	586	479	1
0	49	199	479	1
415	95	639	478	3
175	125	383	477	4
470	111	639	477	1
28	0	465	475	2
11	81	530	477	2
332	86	622	476	5
626	10	639	70	7
111	70	564	477	1
119	20	588	477	5
176	13	596	478	1
24	4	637	479	1
27	1	639	475	1
4	0	624	474	1
65	0	205	451	1
70	0	639	479	1
0	0	417	476	1
0	182	98	479	1
38	6	387	472	1
207	83	639	476	1
43	0	466	479	1
0	111	189	477	1
0	89	277	474	1
258	210	638	475	1
158	124	508	479	1
27	161	257	479	1
306	72	639	479	1
489	285	639	478	3
540	46	638	390	2
264	7	639	479	2
215	117	604	476	8
104	26	592	473	1
17	56	497	475	1
586	115	637	242	5
101	219	342	478	2
169	285	392	479	2
309	312	516	479	3
254	340	453	479	1
338	297	552	478	1
521	222	638	478	3
364	227	639	479	4
283	99	559	479	3
536	161	639	479	6
141	347	292	479	1
594	369	639	477	9
218	213	639	479	5
98	181	454	479	5
86	94	366	475	1
545	0	639	474	2
183	141	394	479	1
308	143	639	452	1
260	43	549	479	2
194	201	399	479	2
344	114	593	479	7
121	107	372	479	3
199	101	442	478	1
0	44	207	478	2
45	1	330	479	5
102	137	280	479	2
