0	208	193	477	16
0	10	523	479	1
109	4	594	472	1
104	4	607	471	1
438	10	639	466	4
6	41	215	478	1
231	53	556	474	2
181	2	552	479	1
32	0	256	479	1
0	186	115	476	3
0	114	113	385	1
183	100	621	478	1
25	66	639	479	6
73	0	603	479	2
0	0	450	475	1
95	0	440	287	4
160	189	370	479	2
168	184	475	478	9
278	132	625	476	3
0	178	71	479	8
260	323	480	479	2
0	278	377	478	6
197	207	444	479	12
246	259	501	479	5
601	326	639	436	6
0	349	40	478	13
391	129	619	479	4
553	38	639	479	3
139	52	461	475	2
496	295	638	479	3
59	21	327	477	13
138	0	447	474	3
412	103	628	479	1
194	20	397	477	2
