495	284	539	359	33
306	308	357	403	61
825	312	863	392	77
203	262	242	341	97
663	275	707	362	100
1041	398	1099	511	101
1064	262	1103	339	105
319	252	362	334	107
172	9	632	479	1
2	10	388	476	6
495	284	539	359	33
306	308	357	403	61
825	312	863	392	77
203	262	242	341	97
663	275	707	362	100
1041	398	1098	511	101
1064	262	1103	339	105
319	252	362	334	107
168	8	639	476	1
135	0	631	479	1
345	414	443	479	1
117	134	636	478	1
37	100	577	479	1
10	47	198	478	1
428	123	636	476	3
190	137	397	476	4
473	113	633	477	1
56	0	511	473	2
15	106	497	479	2
83	0	639	475	1
122	5	590	472	5
190	13	566	476	1
30	3	635	479	1
29	2	639	477	1
2	0	631	476	1
109	0	255	447	1
14	0	594	478	1
4	1	539	475	1
0	183	111	479	1
102	0	469	476	1
209	85	639	476	1
55	4	470	479	1
0	111	226	477	1
0	85	311	475	1
142	171	535	476	1
0	187	188	478	1
62	164	375	479	1
0	270	40	479	4
254	110	619	478	8
32	9	518	475	1
14	57	485	473	1
532	461	599	479	8
366	151	639	475	4
246	178	559	479	2
6	270	251	479	1
504	185	637	479	1
30	308	257	479	2
0	324	131	478	3
338	297	550	477	1
282	266	496	478	2
0	298	324	478	2
175	136	624	477	4
262	73	565	477	3
497	174	638	479	6
132	353	349	478	8
539	382	627	479	9
1	172	199	479	1
0	94	270	478	1
101	91	386	476	2
161	90	621	478	4
333	230	613	368	2
97	45	393	476	1
348	250	639	475	1
257	36	553	479	2
0	0	203	478	1
170	213	357	478	4
0	74	198	478	4
154	319	262	479	3
110	396	157	479	5
329	203	510	479	7
68	0	440	475	2
13	4	329	477	1
412	167	622	479	1
2	40	215	479	2
352	51	586	479	2
333	156	515	477	2
