0	43	56	189	33
330	331	422	499	61
189	67	253	229	74
52	272	122	440	77
115	163	194	338	115
260	337	356	515	170
1065	7	1119	138	173
325	184	443	368	175
182	40	619	478	1
14	49	382	479	6
330	331	422	499	61
189	67	253	229	74
116	163	194	339	77
0	43	56	189	115
52	272	122	440	116
260	337	356	515	169
1065	7	1119	138	171
325	184	443	368	173
276	48	915	716	1
577	101	639	299	3
97	94	581	479	1
90	79	318	479	1
29	86	487	479	1
351	54	639	479	4
28	1	589	479	1
158	27	607	476	1
5	42	219	475	2
445	1	562	202	2
0	180	265	479	1
0	55	223	477	1
0	31	82	467	1
148	48	363	479	1
292	106	634	478	1
137	83	396	477	4
173	3	563	479	1
301	2	633	476	2
120	108	397	479	1
147	160	581	479	1
199	134	637	476	1
133	175	461	479	1
11	147	310	479	3
114	128	560	479	2
508	298	639	478	3
428	35	630	479	2
0	133	89	478	7
189	202	446	478	2
188	107	631	478	8
339	51	639	479	3
0	104	516	477	1
447	303	639	479	3
0	183	83	479	5
0	300	157	479	2
349	307	565	479	3
559	275	639	479	6
518	230	638	478	3
154	276	375	478	3
526	159	639	479	6
549	229	639	378	4
21	120	279	476	1
59	82	512	479	1
546	7	639	477	2
189	7	512	471	2
127	34	528	478	12
84	114	385	478	4
341	208	536	479	4
0	101	639	478	20
138	86	370	478	3
89	2	405	479	1
509	230	639	479	1
253	96	454	476	2
0	58	162	479	5
171	91	388	479	2
248	73	471	475	3
