154	372	198	472	61
181	431	253	513	73
738	220	768	300	77
385	146	409	210	78
302	671	355	719	79
229	579	298	669	80
690	96	710	147	81
864	221	898	293	82
1241	162	1268	225	83
613	356	648	453	85
699	372	748	474	86
156	447	249	521	87
120	628	208	719	88
164	9	639	477	1
1	12	384	473	6
154	372	198	472	61
181	431	253	513	73
738	220	768	300	77
385	146	409	210	78
302	671	355	719	79
229	579	298	669	80
690	95	710	147	81
864	221	898	293	82
1241	162	1268	225	83
613	356	648	453	85
699	372	748	474	86
156	447	249	521	87
120	628	208	719	88
87	59	536	476	1
131	0	628	479	1
111	143	513	478	1
42	102	587	479	1
346	68	529	475	1
470	1	637	478	3
154	137	371	476	4
122	49	591	479	2
120	94	612	474	2
70	85	605	475	1
147	0	609	477	5
168	8	592	474	1
64	5	639	479	1
26	0	639	477	1
8	1	632	477	1
140	0	273	469	1
57	0	639	473	1
5	0	490	479	1
125	10	501	479	1
209	88	639	477	1
133	3	530	475	1
37	112	293	478	1
0	58	378	476	1
129	151	582	479	1
0	300	93	479	1
21	141	351	479	1
285	147	596	477	1
34	327	253	478	1
527	107	639	435	3
262	5	639	473	2
58	101	639	476	8
0	34	570	470	1
11	59	483	473	1
550	416	634	479	4
97	424	216	478	7
338	198	639	479	2
176	254	455	479	1
483	128	627	479	1
258	303	482	479	3
475	300	639	479	2
73	336	270	479	1
330	297	543	479	1
0	248	192	478	1
528	248	610	479	3
73	233	318	478	3
0	333	103	478	1
299	408	366	479	6
5	181	317	478	5
551	12	626	475	1
434	3	639	475	2
483	213	639	331	2
230	46	552	479	1
327	18	639	475	2
349	0	639	473	2
555	318	615	433	7
329	139	540	479	1
0	2	260	476	2
121	0	451	479	2
35	361	160	479	3
165	8	479	477	2
