803	374	865	481	175
610	216	639	277	183
495	400	551	514	193
15	42	380	479	1
116	44	590	478	6
803	374	865	481	173
610	216	639	277	181
495	400	551	514	189
138	125	574	478	1
38	9	371	478	1
13	97	442	474	1
345	68	639	479	4
171	5	585	477	1
0	42	230	479	1
92	23	620	477	2
0	225	39	474	3
0	145	141	419	1
219	82	635	478	1
8	0	450	477	3
39	4	630	478	4
0	161	369	477	2
151	157	352	479	1
236	55	639	471	3
25	154	369	476	13
161	191	373	479	2
14	133	323	479	9
0	9	420	473	1
0	115	438	474	1
558	346	637	479	7
1	174	80	479	5
0	310	134	479	2
558	227	637	479	4
191	327	380	479	3
157	262	393	479	1
385	269	612	477	5
0	274	332	479	2
338	199	592	479	5
229	256	547	479	3
426	181	639	478	6
5	119	260	478	1
0	76	105	475	1
223	174	398	479	2
294	186	430	479	3
481	141	639	475	1
0	11	223	478	5
182	22	467	479	6
