755	410	848	563	37
164	6	639	476	1
755	410	848	563	37
356	69	1019	719	1
2	28	452	718	2
759	66	1230	719	3
58	10	571	479	1
172	126	612	479	1
177	49	596	478	1
57	8	625	479	1
57	0	639	479	1
102	150	517	479	1
37	100	584	479	1
341	57	615	475	1
96	57	349	478	2
598	93	638	434	3
449	112	639	478	1
6	6	261	465	2
121	96	618	479	2
63	79	602	479	1
0	309	120	478	2
132	38	615	477	5
49	10	616	478	1
68	7	635	476	1
36	4	638	478	1
11	1	620	472	1
0	69	110	451	1
89	2	582	479	1
226	1	411	466	1
0	3	606	462	1
20	0	556	479	1
1	0	306	476	1
25	0	564	477	1
208	86	639	474	1
0	3	150	473	2
279	7	638	479	1
174	2	557	476	1
241	84	513	478	1
249	280	431	478	2
264	198	631	479	1
197	212	399	479	1
224	222	436	479	1
273	216	559	479	1
152	131	506	479	1
359	296	559	478	1
247	3	639	475	2
391	452	487	479	3
5	54	455	472	1
0	58	499	475	1
0	81	282	478	1
156	411	278	479	1
23	13	628	479	2
241	234	541	479	1
224	306	434	479	2
278	303	482	479	1
482	316	622	479	1
87	310	302	479	2
311	305	509	478	1
412	252	635	479	2
452	0	622	479	1
100	312	639	478	5
172	236	395	478	1
230	413	299	479	4
77	183	432	477	3
139	125	402	479	1
24	93	325	477	1
27	0	374	464	2
191	5	576	479	1
0	260	55	479	1
