530	77	1049	718	73
22	9	387	479	6
529	77	1049	718	73
142	44	582	474	1
141	0	639	479	1
133	0	639	479	1
62	4	639	479	1
122	182	485	479	1
35	99	584	479	1
398	51	630	478	1
226	119	512	478	2
465	117	638	477	1
174	38	413	478	2
117	90	618	479	2
71	85	603	474	1
92	23	602	474	5
66	8	639	477	1
23	0	638	474	1
14	3	631	475	1
227	1	414	466	1
7	4	600	461	1
18	0	544	471	1
3	173	164	479	1
26	0	564	478	1
209	84	639	476	1
252	6	618	479	1
119	0	639	473	1
137	101	396	476	1
0	83	470	474	1
257	186	634	477	1
0	274	176	479	1
219	103	595	479	1
126	0	636	473	1
266	209	526	479	1
61	317	282	479	1
2	239	39	479	4
2	59	471	473	1
0	82	232	478	1
225	436	322	479	1
245	235	557	479	1
270	307	482	479	2
242	330	429	479	3
12	299	235	479	2
329	300	538	479	1
424	246	639	477	2
48	233	365	479	4
487	229	634	314	1
485	235	636	476	2
340	13	616	479	1
0	279	187	479	1
249	411	316	479	4
0	382	57	479	1
246	181	604	477	3
342	85	601	479	1
291	219	635	450	1
7	42	308	474	1
69	8	448	473	1
443	152	624	269	1
108	0	351	467	5
135	21	368	477	1
239	67	525	478	1
94	0	428	478	2
296	0	553	476	2
