470	443	523	561	116
596	305	645	396	184
428	257	464	344	185
103	184	138	257	186
896	396	949	503	189
490	386	535	471	193
475	240	514	330	194
0	259	37	343	197
1215	521	1279	650	200
1051	196	1091	269	212
22	44	378	479	1
165	43	618	478	6
470	443	523	561	169
428	257	464	344	182
103	184	138	257	183
896	396	949	503	187
490	386	535	471	189
475	240	514	330	190
0	259	37	343	193
596	305	645	396	194
1215	521	1279	650	197
1051	196	1091	269	209
354	281	557	475	1
0	322	76	479	17
136	126	570	478	1
32	60	297	479	1
4	87	445	475	1
343	59	639	479	4
172	6	600	476	1
50	20	609	479	2
0	182	354	478	1
0	200	68	479	1
0	223	39	474	3
0	149	145	421	1
300	116	638	475	1
329	2	638	475	2
0	0	387	478	3
7	172	373	478	2
8	203	128	478	1
221	252	466	479	3
220	82	580	475	3
392	96	607	476	2
39	163	371	479	13
161	191	372	479	2
0	4	448	477	1
22	106	461	473	1
555	333	637	479	7
0	172	82	478	5
0	307	134	479	2
403	255	636	479	2
233	326	421	479	3
256	325	439	479	1
381	268	616	478	5
349	221	637	478	26
237	257	550	479	3
360	199	613	479	6
313	197	610	479	13
59	146	571	475	6
5	96	352	476	2
0	53	184	476	4
262	209	451	479	12
10	381	97	479	13
156	148	330	479	3
210	154	403	475	7
478	141	636	476	1
26	4	262	479	5
174	10	462	479	6
297	3	547	477	2
218	26	420	475	3
593	330	639	479	20
