620	507	674	627	116
866	269	905	344	184
674	206	699	265	185
504	161	527	214	186
991	393	1037	491	189
523	374	578	460	192
525	263	558	334	193
712	203	743	266	194
323	209	349	265	195
370	226	397	302	196
457	213	481	276	197
706	561	777	679	200
18	44	379	479	1
153	40	627	479	6
620	507	674	627	169
674	206	699	265	182
504	161	527	214	183
991	393	1037	491	187
523	374	578	460	188
525	263	558	333	189
712	203	743	266	190
323	209	349	265	191
370	226	397	302	192
457	213	481	276	193
866	269	905	344	194
706	561	777	679	197
233	75	639	479	1
0	184	306	475	16
139	131	569	477	1
3	60	269	479	1
0	113	426	479	1
344	55	629	479	4
125	36	639	479	1
0	62	315	479	1
21	19	580	479	2
0	253	306	479	1
2	181	152	479	1
0	34	85	469	1
14	113	262	479	1
244	63	627	479	1
427	50	639	475	4
357	1	639	476	2
6	1	460	475	3
262	96	609	479	1
0	0	632	474	1
12	189	294	478	2
0	251	197	479	1
140	103	503	477	3
447	0	639	479	3
165	192	380	479	2
427	151	597	476	6
1	302	145	479	2
260	266	521	478	1
340	308	549	479	2
339	330	516	476	2
0	318	171	479	4
260	322	427	479	3
22	249	251	479	2
423	289	573	478	3
219	220	475	478	13
0	139	430	475	6
0	95	241	477	1
0	90	78	477	2
224	0	625	478	5
0	0	131	376	6
428	370	499	479	4
561	172	615	479	11
80	67	301	477	7
36	4	352	477	3
534	127	639	477	1
21	85	197	471	5
136	2	463	479	6
34	11	282	475	2
246	7	456	477	10
62	75	321	479	17
