950	179	1040	327	73
721	116	823	280	74
511	232	594	370	85
148	303	233	462	115
60	116	119	228	116
0	121	24	245	135
394	66	455	166	161
146	109	211	217	170
1107	340	1175	508	171
149	41	622	478	1
0	30	377	479	6
950	179	1040	327	73
721	116	823	280	74
511	232	594	370	85
57	115	118	227	98
148	303	233	462	115
0	121	24	245	135
394	66	456	166	157
146	109	211	217	169
1107	340	1175	508	170
430	79	992	714	1
963	13	1279	713	2
157	31	614	476	1
199	109	617	476	1
146	116	633	479	6
95	129	554	474	1
38	100	571	479	1
0	33	199	477	1
276	85	539	478	3
17	68	492	479	1
359	23	628	479	4
104	9	613	477	5
232	4	631	479	1
0	14	573	475	1
80	0	228	432	1
0	209	42	438	1
65	54	522	478	1
298	120	639	478	1
118	0	546	474	1
76	20	397	478	2
331	170	555	478	1
318	129	574	478	1
212	59	603	474	3
160	187	445	479	2
354	167	639	327	1
201	203	458	478	2
0	10	417	479	1
176	430	283	479	1
6	245	253	478	9
70	286	239	479	2
304	321	503	479	1
240	326	425	479	2
228	316	423	479	2
506	297	639	479	3
157	267	380	477	2
330	287	557	479	3
426	0	639	479	6
265	210	548	478	7
535	186	639	320	4
360	195	633	419	5
11	137	417	478	6
167	108	478	477	1
406	5	601	479	3
1	89	281	479	5
66	82	318	479	2
482	2	639	475	6
355	209	493	479	2
215	219	363	479	4
154	52	455	478	1
120	0	400	468	3
497	205	639	479	1
271	104	476	476	2
8	33	116	478	5
284	0	458	479	10
166	0	430	479	3
0	362	171	479	11
