42	6	628	479	16
427	2	632	479	1
351	141	533	476	5
3	33	340	474	6
0	4	312	477	1
306	0	615	479	4
223	48	538	478	2
23	1	582	475	3
266	75	453	445	1
65	91	543	479	1
274	96	639	478	4
411	213	622	479	2
0	196	79	477	4
107	126	478	475	15
79	117	580	473	2
0	166	87	478	21
24	119	537	476	7
43	230	356	478	7
109	330	297	479	3
378	328	558	479	7
480	291	624	479	5
2	228	83	477	9
587	253	639	476	11
2	335	164	479	17
83	258	369	479	4
185	263	476	479	5
290	127	529	478	2
522	290	639	479	13
145	247	304	479	13
531	308	639	425	14
