544	91	1046	716	73
544	91	1046	716	73
146	31	606	477	1
166	23	639	479	1
135	3	637	479	1
66	12	637	479	1
121	174	494	479	1
36	99	584	479	1
380	45	625	479	1
463	108	639	478	1
169	39	411	479	2
119	92	617	479	2
74	87	601	473	1
136	5	611	476	1
59	6	637	477	1
25	0	639	475	1
13	3	631	476	1
224	3	411	466	1
4	2	602	462	1
16	1	538	468	1
0	178	158	479	1
24	0	563	478	1
210	85	639	477	1
228	2	607	479	1
154	1	639	476	1
132	101	390	473	1
0	85	452	475	1
260	188	634	478	1
0	276	158	478	1
190	109	556	477	1
140	0	635	478	1
270	208	527	479	1
481	266	607	477	3
0	318	161	479	4
58	320	267	479	1
522	120	628	440	3
1	239	39	479	4
1	59	472	475	1
0	90	225	477	1
222	435	322	479	1
242	234	553	479	1
288	305	502	479	2
245	330	432	479	3
13	299	237	479	2
330	301	538	479	1
434	237	639	477	2
54	232	357	479	4
487	230	634	315	1
485	236	636	476	2
0	276	158	479	1
249	411	316	479	4
0	382	56	479	1
246	181	603	477	3
372	71	639	479	1
374	264	639	445	1
90	53	387	478	1
0	25	330	469	1
0	9	385	475	4
446	153	622	267	1
68	0	328	468	5
265	134	502	478	1
86	2	439	478	2
99	5	377	475	2
