267	101	575	625	74
603	142	801	563	76
126	13	626	474	1
0	12	381	476	6
267	101	575	625	74
602	142	800	563	76
451	47	1086	714	3
177	7	639	475	1
249	50	639	474	1
131	1	631	479	1
69	64	610	478	1
106	152	492	479	1
35	101	584	479	1
348	52	628	478	1
135	95	350	478	4
483	104	639	479	1
195	65	520	479	2
123	91	616	479	2
75	88	601	474	1
185	4	639	479	5
179	14	575	476	1
45	3	636	475	1
27	2	639	478	1
3	1	628	479	1
169	0	331	467	1
10	0	615	461	1
0	1	479	472	1
0	180	125	479	1
76	1	534	477	1
209	84	639	477	1
133	5	534	476	1
86	102	344	476	1
0	53	417	479	1
41	48	608	479	1
0	302	97	479	1
176	103	531	479	1
199	118	539	478	1
256	158	539	479	1
494	288	639	479	3
26	325	238	479	1
520	110	639	438	3
3	259	49	478	4
2	41	586	471	1
11	58	478	473	1
213	432	321	479	1
0	143	321	479	2
240	161	605	479	2
226	236	532	479	1
553	137	639	479	1
387	292	623	479	2
433	311	639	479	3
194	341	360	478	2
329	299	538	479	1
316	256	537	478	2
382	222	631	479	5
299	37	620	474	1
115	264	315	479	1
0	342	113	479	1
309	410	376	479	6
8	182	312	479	5
382	0	639	472	2
186	88	511	478	1
316	93	602	476	2
489	223	628	351	2
214	60	534	478	1
466	257	639	409	1
559	90	606	477	1
76	112	340	479	1
0	41	245	478	1
125	91	432	479	2
0	26	290	469	4
36	64	362	479	3
209	1	538	437	5
269	50	546	478	3
336	142	547	476	1
51	0	420	475	2
177	7	500	470	2
